Speaker,Utterance,Dialogue_Act,Dialogue_ID,File_ID
Lucas,Alors!,greet,4,Dial_20110615_135815
Lucas,Il faut que tu trouves l' adresse de l' entreprise de plasturgie,ask,4,Dial_20110615_135815
Ben,"Oui c'est exact, tu penses savoir où la trouver?",help,4,Dial_20110615_135815
Lucas,Je ne sais pas... mon oncle a dit que c' était quelque part dans ce labo. Il faut fouiller. Regarde voir près du tableau noir là bas.,inform,4,Dial_20110615_135815
Lucas,Allez!,quit,4,Dial_20110615_135815
Mélissa,"Bien, je vois que vous avez déjà récupéré le moule. Quelle efficacité !",greet,6,Dial_20111122_103832
Mélissa,"Que puis-je faire pour vous,cette fois ?",ask,6,Dial_20111122_103832
Lucas,A manger ;),other,6,Dial_20111122_103832
Mélissa,"Mais, vous avez sûrement besoin d'aide pour la prochaine étape de fabrication de votre manette ...",inform,6,Dial_20111122_103832
Lucas,"bah oui, c'estpossible, ça, hein ......",yes,6,Dial_20111122_103832
Mélissa,"Vous devez trouver la bonne machine pour votre moule. Vous avez la fiche du moule, il faut regarder les fiches des machines pour trouver celle qui convient. Les machines sont toutes dans cette aile, vous ne devriez pas avoir de problème pour la trouver.",inform,6,Dial_20111122_103832
Mélissa,"Pensez bien à monter le moule sur la machine une fois que l'avez trouvée, ensuite, revenez me voir.",quit,6,Dial_20111122_103832
M.Jasper,"Bonjour, je suis M.Jasper le directeur.",greet,7,Dial_20110610_141203
M.Jasper,Qu'est-ce que je peux faire pour vous?,ask,7,Dial_20110610_141203
Lucas,"Je suis envoye par mon oncle le professeur Geekman,pour récupérer les instruments pour fabriquer la manette de sa console.",first_step,7,Dial_20110610_141203
M.Jasper,"Pour faire votre manette, il vous faut des plans. Allez voir dans le bureau d' études, ils devraient y être.",inform,7,Dial_20110610_141203
M.Jasper,J'aurais aimé continuer à répondre à vos questions mais je dois reprendre mon travail! Bonne Chance!,quit,7,Dial_20110610_141203
Lucas,Alors!,greet,8,Dial_20111225_142342
Lucas,Il faut que tu trouves l' adresse de l' entreprise de plasturgie,ask,8,Dial_20111225_142342
Ben,"D'accord, je vais essayer",yes,8,Dial_20111225_142342
Lucas,"Super, faut que l'on fasse vite.",inform,8,Dial_20111225_142342
Lucas,"Alors, c'est parti !",quit,8,Dial_20111225_142342
Preparateur1,"Bonjour , je suis Preparateur1 le préparateur matière .",greet,10,Dial_20111025_075330
Julie,Bonjour!,greet,10,Dial_20111025_075330
Preparateur1,Je peux vous renseigner sur mon métier ?,ask,10,Dial_20111025_075330
Julie,Oui,yes,10,Dial_20111025_075330
Preparateur1,"mon rôle , c' est de m' assurer que les machines soient bien approvisionnées , avec les bonnes matières , dans les bonnes couleurs . Je dois faire fonctionner les étuves et tout le système d' approvisionnement .",inform,10,Dial_20111025_075330
Julie,"Ok, je vois.",ack,10,Dial_20111025_075330
Preparateur1,"Voulez vous en savoir plus , sur l' espace matière ou bien sur le protocole à suivre en cas de panne ?",ask,10,Dial_20111025_075330
Julie,Oui. Qu'est-ce que vous faites en cas de panne?,todo_failure,10,Dial_20111025_075330
Preparateur1,"Si jamais il y a une panne j' appelle le technicien de maintenance c' est lui le pro pour tout réparer . mais mieux vaut prévenir que guérir . Alors son job , c' est aussi de passer régulièrement pour vérifier que tout va bien et corriger si nécessaire .",inform,10,Dial_20111025_075330
Preparateur1,"Si vous voulez, je peux vous expliquer sur l'espace matière.",ask,10,Dial_20111025_075330
Julie,"Oui, monsieur.",yes,10,Dial_20111025_075330
Preparateur1,"Eh bien quand on reçoit les granulés de matière , ils sont pleins d' humidité . On ne peut pas les utiliser comme ça , sinon l' eau ferait plein de petites bulles dans le plastique et le produit final serait inutilisable . Alors on les passe dans une étuve , pour bien les sécher , et puis on peut aussi ajouter des colorants , pour donner une nouvelle couleur à la matière .",inform,10,Dial_20111025_075330
Julie,Merci.,ack,10,Dial_20111025_075330
Preparateur1,"Attendez ne partez pas si vite ! J' ai une nouvelle machine à alimenter , elle doit faire des sacs plastiques , mais je ne me rappelle plus de la matière qu' il faut . Tu veux bien me donner un coup de main ?",ask,10,Dial_20111025_075330
Julie,Ok. Pas de problème,yes,10,Dial_20111025_075330
Preparateur1,"ok , c' est parti",inform,10,Dial_20111025_075330
Preparateur1,Merci de votre aide.,quit,10,Dial_20111025_075330
Serge,"Bonjour, je suis Serge le technicien QHSE.",greet,11,Dial_20110606_115623
Serge,Qu'est-ce que je peux faire pour vous?,ask,11,Dial_20110606_115623
Ben,"Me dire si les pièce e la manette que j'ai sont conforme, quality_control",quality_control,11,Dial_20110606_115623
Serge,"Je vais m' occuper de tous les autres tests, mais je vous laisse tester la solidité de la coque. c' est simple il faut envoyer 10 poids sur la manette. Si elle résiste, c' est qu' elle est conforme",inform,11,Dial_20110606_115623
Serge,"Mais d'abord, voulez vous en savoir plus sur mon métier ?",ask,11,Dial_20110606_115623
Ben,"Oui, quels sont les autres tests que vous aller effectuer?",other,11,Dial_20110606_115623
Serge,Je suis desolé. Je ne peux pas repondre à cet question.,other,11,Dial_20110606_115623
Serge,Je peux en revanche vous parler de mon métier.,ask,11,Dial_20110606_115623
Ben,Faites donc,yes,11,Dial_20110606_115623
Serge,"pour résumer, c' est moi qui suis chargé de contrôler que les pièces fabriquées par nos machines soient bien conformes aux attentes des clients.",inform,11,Dial_20110606_115623
Serge,"Bon aller, au travail !",quit,11,Dial_20110606_115623
Julie,Bonjour!,greet,12,Dial_20111029_131910
Sophia,"Bonjour , je suis Sophia le opérateur en décoration .",greet,12,Dial_20111029_131910
Julie,Enchanté,greet,12,Dial_20111029_131910
Sophia,Qu' est - ce que je peux faire pour vous ?,ask,12,Dial_20111029_131910
Julie,J'ai besoins des informations sur les composants électroniques de la manette.,informer_elcomps,12,Dial_20111029_131910
Sophia,"Eh bien Justement , je venais vous apporter vos composants électroniques . J' ai entendu parler de votre histoire de manette et comme j' avais les composants à portée de main , je me suis dis que ça vous ferait gagner du temps si je vous les apportais . Par contre , je vous laisse vous occuper de l' assemblage",inform,12,Dial_20111029_131910
Julie,Merci beaucoup,ack,12,Dial_20111029_131910
Sophia,"Mais avant de les récupérer , voulez vous que je vous renseigne un peu sur mon métier ?",ask,12,Dial_20111029_131910
Julie,"Oui, pourquoi pas?",yes,12,Dial_20111029_131910
Sophia,Je m' occupe de la finition décoration . C' est un métier pour lequel il faut être polyvalent et minutieux .,inform,12,Dial_20111029_131910
Julie,C'est super!,ack,12,Dial_20111029_131910
Sophia,"Bon , je vous laisse passer à l' assemblage . Les piéces sont sur l' établi derrière moi .",quit,12,Dial_20111029_131910
Julie,Merci!,quit,12,Dial_20111029_131910
Serge,Bravo! Vous avez été rapides!,greet,13,Dial_20110616_105728
Serge,Qu'est-ce que je peux faire pour vous?,ask,13,Dial_20110616_105728
Ben,ma manette est conforme. Je peux partir maintenant?,next_step,13,Dial_20110616_105728
Serge,"Il ne vous reste plus qu' à trouver les composants électroniques pour terminer cette manette. Sophia doit les avoir sur elle, je l' ai vue passer tout à l' heure.",inform,13,Dial_20110616_105728
Serge,"Mais avant, voulez vous faire un mini quizz avec moi ?",ask,13,Dial_20110616_105728
Ben,oh oui! j'adore les quizz!!,yes,13,Dial_20110616_105728
Serge,que faudra-t-il faire de votre manette une fois qu'elle sera cassée et irréparable ?,ask,13,Dial_20110616_105728
Ben,"ben je la mets dans une benne à recyclage, pour qu'elle soit recyclée!",todo_irreparable,13,Dial_20110616_105728
Serge,"tout à fait, on ramène les équipements hors-service au magasin, ils pourront les faire recycler",inform,13,Dial_20110616_105728
Serge,J'aurais aimé continuer à répondre à vos questions mais je dois reprendre mon travail! Bonne Chance!,quit,13,Dial_20110616_105728
M.Jasper,"Bonjour, je suis M.Jasper le directeur.",greet,15,Dial_20110607_091605
M.Jasper,Qu'est-ce que je peux faire pour vous?,ask,15,Dial_20110607_091605
Lucas,"bonjour, on voudrait savoir comment faire fabriquer la manette",first_step,15,Dial_20110607_091605
M.Jasper,"Pour faire votre manette, il vous faut des plans. Allez voir dans le bureau d' études, il devraient y être.",inform,15,Dial_20110607_091605
M.Jasper,J'aurais aimé continuer à répondre à vos questions mais je dois reprendre mon travail! Bonne Chance!,quit,15,Dial_20110607_091605
Samir,Bravo! Vous avez été rapides!,greet,16,Dial_20110530_104831
Samir,je peux vous aider ? Vous voulez d'autres informations ?,ask,16,Dial_20110530_104831
Julie,"j'ai trouvé les plans, que dois-je faire maintenant?",next_step,16,Dial_20110530_104831
Samir,"Eh bien, il va falloir la fabriquer cette manette. Allez voir Mélissa, la responsable d' îlot de production, elle va vous aider. Elle doit être dans l' atelier de fabrication.",inform,16,Dial_20110530_104831
Samir,d'autres questions au sujet de l'entreprise ?,ask,16,Dial_20110530_104831
Julie,"non merci, je vais aller voir Melissa",no,16,Dial_20110530_104831
Samir,"d'accord, bon courage à vous, à bientôt !",quit,16,Dial_20110530_104831
Mélissa,Bravo ! Vous avez été rapides !,greet,17,Dial_20111121_212751
Mélissa,"Maintenant cherchez la machine qui va avec et revenez me voir après Avec la fiche du moule, vous devriez pouvoir y arrive.",inform,17,Dial_20111121_212751
Lucas,Bon on y va alors!,ack,17,Dial_20111121_212751
Mélissa,Dépêchez-vous!,quit,17,Dial_20111121_212751
Mélissa,"Bien, je vois que vous avez déjà récupéré le moule. Quelle efficacité !",greet,18,Dial_20111128_121413
Mélissa,"Que puis-je faire pour vous,cette fois ?",ask,18,Dial_20111128_121413
Lucas,"ah bah je veux savoir quoi faire maintenant, moi, s'il c'est possible.",next_step,18,Dial_20111128_121413
Mélissa,"Vous devez trouver la bonne machine pour votre moule. Vous avez la fiche du moule, il faut regarder les fiches des machines pour trouver celle qui convient. Les machines sont toutes dans cette aile, vous ne devriez pas avoir de problème pour la trouver.",inform,18,Dial_20111128_121413
Mélissa,"Pensez bien à monter le moule sur la machine une fois que l'avez trouvée, ensuite, revenez me voir.",quit,18,Dial_20111128_121413
Sophia,"Bonjour, je suis Sophia l' opérateur en décoration.",greet,20,Dial_20110609_095644
Sophia,Qu'est-ce que je peux faire pour vous?,ask,20,Dial_20110609_095644
Julie,On a la manette mais on ne sais plus ce qu'il faut faire maintenant. Pouvez vous nous le rappeler?,help,20,Dial_20110609_095644
Sophia,Je peux vous donner des informations sur les composants électroniques et mon métier,inform,20,Dial_20110609_095644
Julie,"Ok, allez y!",yes,20,Dial_20110609_095644
Sophia,Voulez vous en savoir plus?,ask,20,Dial_20110609_095644
Julie,"Ok, allez y!",yes,20,Dial_20110609_095644
Sophia,"Eh bien Justement, je venais vous les apporter. J' ai entendu parler de votre histoire de manette et comme j' avais les composants à portée de main, je me suis dis que ça vous ferait gagner du temps si je vous les apportais. Par contre, je vous laisse vous occuper de l' assemblage",inform,20,Dial_20110609_095644
Sophia,Voulez vous en savoir plus sur mon métier ?,ask,20,Dial_20110609_095644
Julie,"Oui, puisqu'il le faut absolument!",yes,20,Dial_20110609_095644
Sophia,Voulez vous en savoir plus sur mon métier ?,ask,20,Dial_20110609_095644
Julie,"Oui, puisqu'il le faut absolument!",yes,20,Dial_20110609_095644
Julie,"Oui, puisqu'il le faut absolument!",yes,20,Dial_20110609_095644
Sophia,Voulez vous en savoir plus sur mon métier ?,ask,20,Dial_20110609_095644
Julie,"Oui, puisqu'il le faut absolument!",yes,20,Dial_20110609_095644
Mélissa,"Bonjour , je suis Mélissa le responsable d' îlot de production .",greet,21,Dial_20111025_073153
Lucas,"Bonjour, je suis ravi de vous rencontrer.",greet,21,Dial_20111025_073153
Mélissa,Qu' est - ce que je peux faire pour vous ?,ask,21,Dial_20111025_073153
Lucas,"Je ne sais pas, mais je veux construire une manette et on m'a dit que vous pourriez m'aider.",manufacturing_reqs,21,Dial_20111025_073153
Mélissa,"bien sûr . pour fabriquer une piéce , il vous faut un moule , une machine et de la matière colorée dans la bonne teinte .",inform,21,Dial_20111025_073153
Lucas,Ok. Mais où je peux les chercher?,find_mold,21,Dial_20111025_073153
Mélissa,"Procédons par étapes : les moules on les garde dans une piéce spéciale , le magasin de stockage de moules , qui leur est entièrement dédiée . C' est qu' on en prend soin , de nos moules , ce sont les éléments les plus précieux et les plus importants de l' entreprise . Avec les clients et le personnel , bien sûr!",inform,21,Dial_20111025_073153
Lucas,Ok.,yes,21,Dial_20111025_073153
Lucas,Merci beaucoup.,ack,21,Dial_20111025_073153
Lucas,Mais je dois faire comment aprés?,help,21,Dial_20111025_073153
Mélissa,revenez me voir une fois que vous l' avez,quit,21,Dial_20111025_073153
Mélissa,Alors vous avez trouvez le moule et la machine?,ask,22,Dial_20111124_165028
Lucas,oui,yes,22,Dial_20111124_165028
Mélissa,"Maintenant que vous avez trouvé le moule et la machine c'est au monteur régleur de rentrer en jeu. Pendant qu'il travaille, vous allez devoir vous occuper de l'alimentation de matière plastique.",inform,22,Dial_20111124_165028
Lucas,Où puis-je trouver la matière première?,other,22,Dial_20111124_165028
Mélissa,"Rendez-vous dans la salle au fond, c'est l'espace préparation de la matière...",other,22,Dial_20111124_165028
Mélissa,Bonne chance pour la suite !,quit,22,Dial_20111124_165028
Mélissa,Bravo! Vous avez été rapides!,greet,23,Dial_20110616_144833
Mélissa,Qu'est-ce que je peux faire pour vous?,ask,23,Dial_20110616_144833
Lucas,J'ai trove le moule. Comment je sais quelle machine est la bonne?,next_step,23,Dial_20110616_144833
Mélissa,"avec la fiche du moule et celle des machines, ça ne devrait pas être trop compliqué.",inform,23,Dial_20110616_144833
Mélissa,revenez me voir une fois que vous avez monté le moule dessus.,quit,23,Dial_20110616_144833
Serge,"Bonjour, je suis Serge le technicien QHSE.",greet,24,Dial_20111128_233939
Serge,Bien. Que puis-je faire pour vous ?,ask,24,Dial_20111128_233939
Ben,Serge !,greet,24,Dial_20111128_233939
Ben,Je pense que vous pouvez m'être utile,help,24,Dial_20111128_233939
Serge,"Je peux vous renseigner sur mon travail, si vous le souhaitez. Je peux également m'occuper du controle qualité de votre manette, par exemple.",inform,24,Dial_20111128_233939
Ben,"Oui, voilà ma manette !",quality_control,24,Dial_20111128_233939
Serge,"Pour votre manette, je vais m'occuper de tous les tests, je vous laisse juste tester la solidité de la coque. C'est simple il faut envoyer 10 poids sur la manette. Si elle résiste, c'est qu'elle est conforme.",inform,24,Dial_20111128_233939
Serge,"Bon ! A plus tard, et bon courage à vous !  Revenez me voir lorsque c'est fait.",quit,24,Dial_20111128_233939
Samir,"Bravo , bien joué !",greet,25,Dial_20111228_220226
Samir,"Eh bien , il va falloir la fabriquer maintenant cette manette . Allez voir Mélissa , la responsable d' îlot de production , elle va vous aider . Elle doit être dans l' atelier de fabrication .",inform,25,Dial_20111228_220226
Julie,D'accord. Je peux la trouver facilement?,help,25,Dial_20111228_220226
Samir,"Oui, bien sûr",inform,25,Dial_20111228_220226
Samir,Voulez vous en savoir plus sur le niveau d' étude qu' il faut avoir pour travailler ici ?,ask,25,Dial_20111228_220226
Julie,Oui,yes,25,Dial_20111228_220226
Samir,"Il y a des métiers pour tout le monde du BEP à l' ingénieur . mais en fait , peu importe le niveau d' études il y a toujours des possibilités d' évolution .",inform,25,Dial_20111228_220226
Julie,"Ok, c'est bien ça",ack,25,Dial_20111228_220226
Samir,"d' ailleurs , je ne vous ai pas parlé des autres métiers possibles dans la plasturige , ça vous intéresse ?",ask,25,Dial_20111228_220226
Julie,"Oui, avec la crise, c'est difficile de trouver un boulot... donc c'est intéressant",yes,25,Dial_20111228_220226
Samir,"La plasturgie , c' est plus une question de logique que de force physique . Que ce soit pour imaginer les produits de demain comme ici , au bureau d' études , ou pour les créer , comme dans l' atelier , tout le monde y trouve son compte , filles comme garçons Il y a tellement de métiers différents et intéressants .",inform,25,Dial_20111228_220226
Julie,"Oui, c'est vrai. c'est super tout ça",ack,25,Dial_20111228_220226
Julie,"Bon, là... je vais aller voir Mélissa pour continuer le boulot!",quit,25,Dial_20111228_220226
Samir,"Bonjour, je suis Samir le concepteur de produit.",greet,26,Dial_20110610_111030
Samir,Qu'est-ce que je peux faire pour vous?,ask,26,Dial_20110610_111030
Julie,il nous faut une manette,find_plans,26,Dial_20110610_111030
Samir,"Oui, les plans sont dans l' armoire, mais elle est verrouillée par un code. Ah la protection des données. Un défi permanent. Je ne connais pas ce code, mais je sais que le responsable regarde souvent autour de lui avant de le taper. Je sais seulement qu' il y a 3 chiffres.",inform,26,Dial_20110610_111030
Samir,"Mais avant, voulez vous que je vous donne des informations sur mon métier, sur les études que j'ai faites, sur mes collègues, ou encore sur les mesures de sécurité appliquées ici ?",ask,26,Dial_20110610_111030
Julie,non merci je dois sauver mon oncle avant toutes choses,no,26,Dial_20110610_111030
Samir,"ok, bonne chance alors !",quit,26,Dial_20110610_111030
Mélissa,"Bien, je vois que vous avez déjà récupéré le moule. Quelle efficacité !",greet,27,Dial_20111115_223151
Mélissa,"Que puis-je faire pour vous,cette fois ?",ask,27,Dial_20111115_223151
Lucas,"bonne question, ça",help,27,Dial_20111115_223151
Mélissa,"Je peux vous donner les étapes suivantes du processus de fabrication de votre manette, si vous le souhaitez.",inform,27,Dial_20111115_223151
Lucas,"ah, oui, ça peut être utile",yes,27,Dial_20111115_223151
Mélissa,"Vous devez trouver la bonne machine pour votre moule. Vous avez la fiche du moule, il faut regarder les fiches des machines pour trouver celle qui convient. Les machines sont toutes dans cette aile, vous ne devriez pas avoir de problème pour la trouver.",inform,27,Dial_20111115_223151
Mélissa,"Pensez bien à monter le moule sur la machine une fois que l'avez trouvée, ensuite, revenez me voir.",quit,27,Dial_20111115_223151
Serge,"Salutation, je m'appelle Serge, technicien QHSE.",greet,28,Dial_20120103_145259
Serge,Vous venez pour tester votre manette?,ask,28,Dial_20120103_145259
Ben,Bonjour Serge. En effet je viens pour cela. Mais pouvez-vous d'abord me parler de votre emploi?,inform_job,28,Dial_20120103_145259
Serge,Mon emploi consiste principalement à contrôler tout ce qui est produit dans cette usine afin de m'assurer que cela correspond bien aux attentes de nos clients.,inform,28,Dial_20120103_145259
Ben,Pouvez-vous me renseigner sur les études qui mènent à ce type d'emploi?,other,28,Dial_20120103_145259
Serge,Il existe différentes voies pour devenir Technicien QHSE. Certains BTS ou DUT en Hygiène et Sécurité existent. Il est également possible d'intégrer une école d'ingénieur.,other,28,Dial_20120103_145259
Ben,Pouvez-vous m'aider pour tester ma manette?,quality_control,28,Dial_20120103_145259
Serge,"Je vais m' occuper des principaux tests , je vous laisse vous occuper de tester la résistance de votre coque ! Utilisez la machine sur ce bureau .",inform,28,Dial_20120103_145259
Serge,"Bien, je vous laisse tester ! Bonne continuation!",quit,28,Dial_20120103_145259
Serge,Tiens vous revoilà,greet,29,Dial_20111029_231638
Serge,"Il ne vous reste plus qu' à trouver les composants électroniques pour terminer cette manette . Sophia doit les avoir sur elle , je l' ai vue passer tout à l' heure .",inform,29,Dial_20111029_231638
Ben,D'accord,yes,29,Dial_20111029_231638
Serge,"Avant , voulez vous faire un mini quizz avec moi ?",ask,29,Dial_20111029_231638
Ben,"oui, j'aime bien ça",yes,29,Dial_20111029_231638
Serge,Qu' est ce que vous comptez faire de votre manette une fois qu' elle sera cassée et irréparable ?,ask,29,Dial_20111029_231638
Ben,Je ne sais pas,help,29,Dial_20111029_231638
Serge,"Une fois que votre manette est irréparable , que comptez vous faire ? on raméne les équipements hors - service au magasin , ils pourront les faire recycler !",inform,29,Dial_20111029_231638
Ben,Ok. C'est bien ça,yes,29,Dial_20111029_231638
Serge,Bon je dois filer . Allez vois dans l' atelier,quit,29,Dial_20111029_231638
Samir,Bravo! Vous avez été rapides!,greet,30,Dial_20110617_093518
Samir,Qu'est-ce que je peux faire pour vous?,ask,30,Dial_20110617_093518
Julie,A partir des plans que pouvons nous faire pour construire la manette ?,next_step,30,Dial_20110617_093518
Samir,"Eh bien, il va falloir la fabriquer cette manette. Allez voir Mélissa, la responsable d' îlot de production, elle va vous aider. Elle doit être dans l' atelier de fabrication.",inform,30,Dial_20110617_093518
Samir,Voulez vous en savoir plus sur les gens qui travaillent ici?,ask,30,Dial_20110617_093518
Julie,"non merci, ca ira pour l'instant",no,30,Dial_20110617_093518
Samir,"ok, bonne chance !",quit,30,Dial_20110617_093518
Mélissa,Bravo! Vous avez été rapides!,greet,31,Dial_20110530_161105
Mélissa,"ça y est, vous avez trouvé le moule et la machine?",ask,31,Dial_20110530_161105
Lucas,oui super...,yes,31,Dial_20110530_161105
Mélissa,"ok, le monteur régleur va s' en charger. Il y en a pour 1 bonne heure. Pendant ce temps, Allez préparer la matière plastique pour alimenter la machine. Il faut que tout soit prêt dans 1 heure, quand on va la mettre en route. Sinon on perdra du temps sur la production. Et le temps, c' est de l' argent",inform,31,Dial_20110530_161105
Mélissa,à dans une heure !,quit,31,Dial_20110530_161105
M.Jasper,"Bonjour, je suis M.Jasper le directeur.",greet,32,Dial_20110610_110851
Mélissa,Bravo! Vous avez été rapides!,greet,33,Dial_20110608_114530
Mélissa,"ça y est, vous avez trouvé le moule et la machine?",ask,33,Dial_20110608_114530
Lucas,"Oui. Et maintenant, la pâte. Où est-elle ?",yes,33,Dial_20110608_114530
Mélissa,"ok, le monteur régleur va s' en charger. Il y en a pour 1 bonne heure. Pendant ce temps, Allez préparer la matière plastique pour alimenter la machine. Il faut que tout soit prêt dans 1 heure, quand on va la mettre en route. Sinon on perdra du temps sur la production. Et le temps, c' est de l' argent",inform,33,Dial_20110608_114530
Mélissa,à tout à l'heure,quit,33,Dial_20110608_114530
Lucas,Alors!,greet,34,Dial_20111116_142243
Lucas,Il faut que tu trouves l' adresse de l' entreprise de plasturgie,ask,34,Dial_20111116_142243
Ben,ah ? ben ... ok !,yes,34,Dial_20111116_142243
Lucas,"Super, faut que l'on fasse vite.",inform,34,Dial_20111116_142243
Lucas,"Alors, c'est parti !",quit,34,Dial_20111116_142243
Mélissa,Bravo! Vous avez été rapides!,greet,35,Dial_20110615_142525
Mélissa,"ça y est, vous avez trouvé le moule et la machine?",ask,35,Dial_20110615_142525
Lucas,"non, help !",yes,35,Dial_20110615_142525
Mélissa,"ok, le monteur régleur va s' en charger. Il y en a pour 1 bonne heure. Pendant ce temps, Allez préparer la matière plastique pour alimenter la machine. Il faut que tout soit prêt dans 1 heure, quand on va la mettre en route. Sinon on perdra du temps sur la production. Et le temps, c' est de l' argent",inform,35,Dial_20110615_142525
Mélissa,à tout à l'heure.,quit,35,Dial_20110615_142525
Preparateur1,"Bonjour, je suis Preparator le préparateur matière.",greet,36,Dial_20111116_152722
Preparateur1,"Que puis-je faire pour vous ? De l'aide, un renseignement, peut-être ?",ask,36,Dial_20111116_152722
Julie,avec joie!,yes,36,Dial_20111116_152722
Preparateur1,Je peux vous parler un peu de mon métier ou de l'espace matière ... Je peux aussi vous parler un peu de la maintenance des machines si vous le souhaitez.,inform,36,Dial_20111116_152722
Julie,"L'espace matère,c'es là ou l'on est?",inform_material_space,36,Dial_20111116_152722
Preparateur1,"En fait, quand on reçoit les granulés de matière, ils sont pleins d'humidité. On ne peut pas les utiliser comme ça, sinon l'eau ferait plein de petites bulles dans le plastique et le produit final serait inutilisable. Alors on les passe dans une étuve, pour bien les sécher, et puis on peut aussi ajouter des colorants, pour donner une nouvelle couleur à la matière.",inform,36,Dial_20111116_152722
