Speaker,Utterance,Dialogue_Act,Dialogue_ID,File_ID
f,bit underneath it and i've got a ravine right in the middle between they two,explain,0,q7nc7
g,right well,ready,0,q7nc7
g,try and ehm go as close to ravine as possible but up towards the carved stones,instruct,0,q7nc7
f,right,acknowledge,0,q7nc7
f,in a curve or a s-- tight angle,query_w,0,q7nc7
g,in a curve,reply_w,0,q7nc7
g,above the carved stones,clarify,0,q7nc7
f,above the carved stones,check,0,q7nc7
g,yeah,reply_y,0,q7nc7
f,right,ready,0,q7nc7
f,round the carved stones kind of thing,query_yn,0,q7nc7
g,uh-huh right round them,reply_y,0,q7nc7
g,and back down towards the indian country,instruct,0,q7nc7
f,right,ready,0,q7nc7
f,how far down do you want me to go,query_w,0,q7nc7
g,'til you're right above the wigwams,reply_w,0,q7nc7
f,okey-dokey,acknowledge,0,q7nc7
g,okay,align,0,q7nc7
f,uh-huh,reply_y,0,q7nc7
g,right,ready,0,q7nc7
g,do you have to the left of the indian country a great rock,query_yn,0,q7nc7
f,no,reply_n,0,q7nc7
g,no,acknowledge,0,q7nc7
g,do you have a gold mine,query_yn,0,q7nc7
f,yeah,reply_y,0,q7nc7
f,it's right it's it's on like the other side,explain,0,q7nc7
g,okay,acknowledge,0,q7nc7
f,and it's down a wee bit,explain,0,q7nc7
g,well yeah,acknowledge,0,q7nc7
g,well,ready,0,q7nc7
g,the great rock is level with the indian country and ehm in between the gold mine,explain,0,q7nc7
f,uh-huh,acknowledge,0,q7nc7
g,and the indian country,explain,0,q7nc7
f,right okay,acknowledge,0,q7nc7
g,so you're trying to avoid that so go down a little bit 'til just underneath where the indian country is,instruct,0,q7nc7
f,how do you mean go down,query_w,0,q7nc7
g,well,ready,0,q7nc7
f,do i go to the side of the indian country,query_yn,0,q7nc7
g,yeah,reply_y,0,q7nc7
g,you're heading from the indian country to the gold mine but trying to avoid the gold rock so come down to the bottom of,clarify,0,q7nc7
f,right as if i was going underneath the gold rock if it if i had it there,query_yn,0,q7nc7
g,uh-huh,reply_y,0,q7nc7
g,if you had a great rock as if you're going underneath it,clarify,0,q7nc7
f,right okay,acknowledge,0,q7nc7
g,to the side down by the side of the wigwams underneath this great rock,clarify,0,q7nc7
f,uh-huh,acknowledge,0,q7nc7
g,then back up and above the gold mine,instruct,0,q7nc7
f,right okay got that,acknowledge,0,q7nc7
g,okay,ready,0,q7nc7
g,just going curving along down the side of the gold mine,instruct,0,q7nc7
f,right,acknowledge,0,q7nc7
g,you're going quite far down maybe ab--,instruct,0,q7nc7
g,wait a second what do you have underneath the gold mine anything,query_w,0,q7nc7
f,i've i've got a gold mine a totem pole and then a great rock a really good bit down,reply_w,0,q7nc7
g,right,acknowledge,0,q7nc7
f,and then bandit territory right at the bottom,reply_w,0,q7nc7
g,right,acknowledge,0,q7nc7
g,what you're trying to do is avoid the totem pole,instruct,0,q7nc7
f,uh-huh,acknowledge,0,q7nc7
g,go un-- i would say go underneath the totem pole,instruct,0,q7nc7
g,do you have a trout farm,query_yn,0,q7nc7
f,eh aye,reply_y,0,q7nc7
f,but it's away over to the right-hand side,explain,0,q7nc7
g,the right yeah,acknowledge,0,q7nc7
g,well,ready,0,q7nc7
g,you're getting from underneath the totem pole above th-- which is above the great rock,instruct,0,q7nc7
f,uh-huh,acknowledge,0,q7nc7
g,underneath that and then heading across to the right to the trout farm,instruct,0,q7nc7
f,right okay,acknowledge,0,q7nc7
g,do you have a cavalry,query_yn,0,q7nc7
f,no,reply_n,0,q7nc7
g,no,acknowledge,0,q7nc7
g,well,ready,0,q7nc7
f,i'm up shit creek i haven't got a cavalry,explain,0,q7nc7
g,go s--,instruct,0,q7nc7
g,right,ready,0,q7nc7
g,go straight underneath the trout farm,instruct,0,q7nc7
f,right so,ready,0,q7nc7
f,i'm coming from a totem pole at a di-- totem pole like in a dinai diagonal across to the trout farm,check,0,q7nc7
g,yeah,reply_y,0,q7nc7
g,sort of cu-- well curve sort of up to the trout farm,clarify,0,q7nc7
f,right okay,acknowledge,0,q7nc7
g,go along,instruct,0,q7nc7
f,above or below the trout farm,query_w,0,q7nc7
g,below,reply_w,0,q7nc7
f,right okay,acknowledge,0,q7nc7
g,go along the side of the trout farm,instruct,0,q7nc7
f,uh-huh,acknowledge,0,q7nc7
g,to the right-hand side,instruct,0,q7nc7
f,uh-huh,acknowledge,0,q7nc7
g,and about about an inch away from the end of the sheet of paper,instruct,0,q7nc7
f,uh-huh,acknowledge,0,q7nc7
g,and then go straight d--,instruct,0,q7nc7
g,do you have a cattle stockade,query_yn,0,q7nc7
f,right near near the corner,query_yn,0,q7nc7
g,uh-huh,reply_y,0,q7nc7
f,right,reply_y,0,q7nc7
g,go straight down to the cattle stockade,instruct,0,q7nc7
f,like above or below it,query_w,0,q7nc7
g,below it,reply_w,0,q7nc7
f,right okay,acknowledge,0,q7nc7
g,go along to the end of the cattle stockade,instruct,0,q7nc7
f,along the bottom and left,check,0,q7nc7
g,and along the bottom yeah to the left of it,reply_y,0,q7nc7
f,right uh-huh,acknowledge,0,q7nc7
g,um do you have anything between this cattle stockade and the bandit territory,query_yn,0,q7nc7
f,i've got a parched river bed,reply_w,0,q7nc7
g,right,acknowledge,0,q7nc7
f,but it's sort of nearer the cattle stockade but roughly in the middle cattle stock--,explain,0,q7nc7
g,is it sort of underneath the cattle stockade,query_yn,0,q7nc7
f,aye just a wee bit under,reply_y,0,q7nc7
g,right,acknowledge,0,q7nc7
g,well,ready,0,q7nc7
g,just go a little curve above it,instruct,0,q7nc7
f,uh-huh,acknowledge,0,q7nc7
g,and then go back down to the side of it and underneath the bandit territory,instruct,0,q7nc7
f,uh-huh,acknowledge,0,q7nc7
f,right done that uh-huh,acknowledge,0,q7nc7
g,right underneath it,instruct,0,q7nc7
g,and then just come back up 'til you're level with the top of the plant thing about a,instruct,0,q7nc7
f,what plant thing,query_w,0,q7nc7
g,at th-- at the bandit territory,reply_w,0,q7nc7
f,oh right,acknowledge,0,q7nc7
f,oh the cactus,check,0,q7nc7
g,yeah the cactus,reply_y,0,q7nc7
f,right uh-huh,acknowledge,0,q7nc7
g,so you're about an inch away from the edge of the sheet of paper,instruct,0,q7nc7
f,uh-huh,acknowledge,0,q7nc7
g,and just that's your cross is there that's it finished,instruct,0,q7nc7
f,okey-dokey,acknowledge,0,q7nc7
f,oh that looks an interes--,explain,0,q7nc7
g,right right,ready,1,q3ec8
g,your start point is eh at the top left corner right,explain,1,q3ec8
f,i know,acknowledge,1,q3ec8
g,could you move down straight down from there,instruct,1,q3ec8
g,have you got a haystack on your map,query_yn,1,q3ec8
f,yeah,reply_y,1,q3ec8
g,right,acknowledge,1,q3ec8
g,just move straight down from there then past the haystack to eh,instruct,1,q3ec8
f,past the blacksmith,check,1,q3ec8
g,have you got a carpenter's house,query_yn,1,q3ec8
f,yeah right,reply_y,1,q3ec8
f,i know where you are,acknowledge,1,q3ec8
g,parallel with the bottom of the the carpenter's house,instruct,1,q3ec8
f,right,acknowledge,1,q3ec8
g,okay right could you move across so that you you go,instruct,1,q3ec8
f,to the bottom of the carpenter's house,check,1,q3ec8
g,right yeah,reply_y,1,q3ec8
g,just not,clarify,1,q3ec8
f,just to the end of it,check,1,q3ec8
g,so you can move up again,clarify,1,q3ec8
g,just to the end of it it's just to avoid the haystack you see what i mean,clarify,1,q3ec8
f,right,acknowledge,1,q3ec8
g,right,ready,1,q3ec8
g,could you move sort of a up sort of a wee bit diagonally to your to your right just a wee bit diagonally,instruct,1,q3ec8
f,i mean how far the,query_w,1,q3ec8
g,to the the,clarify,1,q3ec8
g,you have you got the green bay at the top,query_yn,1,q3ec8
f,no,reply_n,1,q3ec8
g,right,acknowledge,1,q3ec8
g,could you move up to about eh the top of the carpenter's house you know the middle of the top about two inches above,clarify,1,q3ec8
f,to about the level of the the top of the haystack,check,1,q3ec8
g,to the level of the bottom of the haystack,clarify,1,q3ec8
f,right,acknowledge,1,q3ec8
g,okay,align,1,q3ec8
g,right,ready,1,q3ec8
g,could you eh move to your right about eh three inches,instruct,1,q3ec8
f,past the seven beeches,check,1,q3ec8
g,no,reply_n,1,q3ec8
g,to just before the seven beeches,clarify,1,q3ec8
g,and diagonally down a wee bit,instruct,1,q3ec8
f,ah three inches,check,1,q3ec8
g,four inches then,clarify,1,q3ec8
f,that's about an inch or two,explain,1,q3ec8
g,okay then,acknowledge,1,q3ec8
f,right,acknowledge,1,q3ec8
g,well t-- before the seven beeches anyway,clarify,1,q3ec8
f,right,acknowledge,1,q3ec8
f,i've sort of come down a tiny bit,explain,1,q3ec8
g,right okay,acknowledge,1,q3ec8
g,eh could you move down from that point to,instruct,1,q3ec8
g,have you got a chapel,query_yn,1,q3ec8
g,no you haven't,reply_n,1,q3ec8
g,it's below the seven beeches,explain,1,q3ec8
g,could you move down to the eh bottom left--,instruct,1,q3ec8
f,oh at the top of reclaimed fields,check,1,q3ec8
g,no,reply_y,1,q3ec8
g,right just do eh could you move to the bottom just the corner of seven beeches the bottom left-hand corner of seven beeches,instruct,1,q3ec8
f,right,acknowledge,1,q3ec8
g,okay,align,1,q3ec8
g,could you then move across to your eh right about two inches,instruct,1,q3ec8
f,past seven beeches,check,1,q3ec8
g,just past seven beeches and no more,clarify,1,q3ec8
g,right,align,1,q3ec8
f,right,acknowledge,1,q3ec8
g,could you move down about three inches to the eh top of reclaimed fields,instruct,1,q3ec8
f,mmhmm right,ready,1,q3ec8
g,right eh,ready,1,q3ec8
g,could you just go move round to your right round reclaimed fields just round the reclaimed fields,instruct,1,q3ec8
f,right,acknowledge,1,q3ec8
f,and down,check,1,q3ec8
g,and down you know just round it as in what a sort of eh,clarify,1,q3ec8
f,right,acknowledge,1,q3ec8
f,so under reclaimed fields,check,1,q3ec8
g,circle round it,clarify,1,q3ec8
g,you're under reclaimed fields now,reply_y,1,q3ec8
g,eh could you move u-- could you continue that line just a wee bit to the bottom left-hand corner of reclaimed fields,instruct,1,q3ec8
f,right,acknowledge,1,q3ec8
f,yeah,acknowledge,1,q3ec8
f,i have,explain,1,q3ec8
g,right okay,acknowledge,1,q3ec8
g,have you got crane bay on your thing,query_yn,1,q3ec8
f,you're right yeah uh-huh yeah i have,reply_y,1,q3ec8
g,right,acknowledge,1,q3ec8
g,could you move down there to the the wee bump comes out in the middle of the bay and just like follow th-- follow that bump round,instruct,1,q3ec8
f,bumps everywhere,explain,1,q3ec8
f,alright,acknowledge,1,q3ec8
g,that's it,reply_y,1,q3ec8
f,just move just grab onto the line,check,1,q3ec8
g,uh-huh just like follow the line of the bay round until about,clarify,1,q3ec8
g,eh have you got a vast meadow there,query_yn,1,q3ec8
g,attractive cliffs,query_yn,1,q3ec8
f,i've got attractive cliffs,reply_w,1,q3ec8
f,they're really quite nice,explain,1,q3ec8
g,right,acknowledge,1,q3ec8
g,right,ready,1,q3ec8
g,could you well mm-- follow the line of the bay round 'til eh you reach the top of the attractive cliffs and stop about just at the top of the attractive cliffs,instruct,1,q3ec8
f,okay,acknowledge,1,q3ec8
f,right,acknowledge,1,q3ec8
f,i'm still on the crane bay line,check,1,q3ec8
g,mmhmm just follow the line of the bay,reply_y,1,q3ec8
g,and you'll move off towards the attractive cliffs,clarify,1,q3ec8
f,mmhmm,acknowledge,1,q3ec8
f,do i mean do i have to draw off the line of the bay,check,1,q3ec8
g,yeah,reply_y,1,q3ec8
g,i mean like you'll have to to g-- go away from the,clarify,1,q3ec8
f,above the line of the a-- a-- above attractive cliffs,check,1,q3ec8
g,right above attractive cliffs yes,reply_y,1,q3ec8
f,t-- right to the edge of them i am,check,1,q3ec8
g,right,reply_y,1,q3ec8
g,ehm,ready,1,q3ec8
g,from there just just move out past them to your left and then move down to about the eh move down past the left-hand of the attractive cliffs to about the corner the bottom left corner,instruct,1,q3ec8
g,right that okay,align,1,q3ec8
g,right could you eh then move to the edge of the paper on your left about another that'll be about another two inches i would've said,instruct,1,q3ec8
f,right to the edge,check,1,q3ec8
f,i mean it'll have to be completely to the edge because of the crashed spaceship,explain,1,q3ec8
g,right there's a crashed spaceship there,acknowledge,1,q3ec8
g,right i thought you were w-- right move right to the edge and i'll try and avoid that crashed spaceship,clarify,1,q3ec8
f,okay i'll do my best,acknowledge,1,q3ec8
g,right could you then move down about another three inches,instruct,1,q3ec8
f,to the bottom of the page or just past the chestnut tree,check,1,q3ec8
g,not to the bottom of the page,reply_n,1,q3ec8
g,to about bottom parallel with the chestnut just avoid,clarify,1,q3ec8
g,right okay,ready,1,q3ec8
f,okay,acknowledge,1,q3ec8
g,just move round the crashed spaceship so that you f-- you reach the finish,instruct,1,q3ec8
g,which should be left just left of the the chestnut tree,explain,1,q3ec8
f,left of the bottom or left of the top of the chestnut tree,query_w,1,q3ec8
g,eh left of the middle of the chestnut tree,clarify,1,q3ec8
g,so you're sort of coming round in a a sort of you're doubling back,clarify,1,q3ec8
f,a circle round the crashed spaceship,check,1,q3ec8
g,yeah,reply_y,1,q3ec8
g,you're doubling back a wee bit,clarify,1,q3ec8
f,right,align,1,q3ec8
g,okay and that's the finish,acknowledge,1,q3ec8
f,right,explain,1,q3ec8
g,start at the extinct volcano,instruct,2,q4ec1
g,go down around the tribal settlement and then,instruct,2,q4ec1
f,whereabouts is the tribal settlement,query_w,2,q4ec1
g,it's at the bottom it's to the left of the e-- extinct volcano,reply_w,2,q4ec1
f,right,acknowledge,2,q4ec1
f,how far,query_w,2,q4ec1
g,ehm at the opposite side,clarify,2,q4ec1
f,to the opposite side,acknowledge,2,q4ec1
f,is it underneath the rope bridge or to the left,query_w,2,q4ec1
g,it's underneath the rope bridge,reply_y,2,q4ec1
g,and then from the tribal settlement go straight up towards the rope bridge and over the rope bridge then down three steps and along to above the volcano,instruct,2,q4ec1
f,eh d-- is down three steps below or above the machete,query_w,2,q4ec1
g,ah the machete's not on my map,explain,2,q4ec1
f,oh,acknowledge,2,q4ec1
g,down three lines,instruct,2,q4ec1
f,right,acknowledge,2,q4ec1
g,and then along as far as the volcano but above it and stop underneath the collapsed shelter but away from it a bit,instruct,2,q4ec1
f,right,acknowledge,2,q4ec1
g,and go up to about the middle of the map,instruct,2,q4ec1
f,the middle of the map,acknowledge,2,q4ec1
g,and stop,instruct,2,q4ec1
f,just slightly above the crevasse,check,2,q4ec1
g,that's not on my map either,explain,2,q4ec1
g,ehm go to your left again into about the middle,instruct,2,q4ec1
f,i think that would bring me over the crevasse,explain,2,q4ec1
g,well it's not on my map,explain,2,q4ec1
f,no oh,acknowledge,2,q4ec1
g,well go a quarter of the way along the page and down again,instruct,2,q4ec1
f,that'll take me right into it,explain,2,q4ec1
g,well,acknowledge,2,q4ec1
g,go right along instead then,instruct,2,q4ec1
f,along to the left,check,2,q4ec1
g,is the saxon barn on your map,query_yn,2,q4ec1
f,yes,reply_y,2,q4ec1
g,well go along to the saxon barn,instruct,2,q4ec1
g,and down past the pelicans,instruct,2,q4ec1
f,not marked on my map,explain,2,q4ec1
g,ehm go down from the saxon barn ehm to,instruct,2,q4ec1
f,to the left or right of it,query_w,2,q4ec1
g,straight down to the left,clarify,2,q4ec1
f,left of it right,acknowledge,2,q4ec1
g,and just above the rope bridge and then along to your left again,instruct,2,q4ec1
f,okay,acknowledge,2,q4ec1
g,and from there go straight up to the top of the map to the golden beach at the l-- top left-hand corner passing the white mountain,instruct,2,q4ec1
f,but golden beach is in the top right-hand corner,explain,2,q4ec1
g,left-hand corner sorry,instruct,2,q4ec1
f,but there's a,explain,2,q4ec1
g,oh there's two golden beaches on this map as well,explain,2,q4ec1
f,it's above the white mountain,check,2,q4ec1
g,mmhmm,reply_y,2,q4ec1
g,and then stop,instruct,2,q4ec1
g,then turn to your right,instruct,2,q4ec1
g,and go along to the middle of the map,instruct,2,q4ec1
f,right,acknowledge,2,q4ec1
f,b-- eh underneath slate mountain,check,2,q4ec1
g,no,reply_n,2,q4ec1
g,just to the e-- the end of slate mountain,clarify,2,q4ec1
f,right,acknowledge,2,q4ec1
g,then go over slate mountain,instruct,2,q4ec1
f,right,acknowledge,2,q4ec1
g,and turn to your left into the middle of the map that'd be your right i suppose,instruct,2,q4ec1
f,to my right now very close to the right of the page,check,2,q4ec1
g,no,reply_n,2,q4ec1
g,left then,clarify,2,q4ec1
f,then whereabouts,query_w,2,q4ec1
g,into the middle,clarify,2,q4ec1
g,then stop and go straight down at the side of the secret valley,instruct,2,q4ec1
f,left or right side,query_w,2,q4ec1
g,left,clarify,2,q4ec1
f,the left side right okay,acknowledge,2,q4ec1
g,and go along underneath the secret valley and finish,instruct,2,q4ec1
f,right,acknowledge,2,q4ec1
g,right ehm,ready,3,q5nc2
g,starting above the stony desert,instruct,3,q5nc2
g,ehm move downwards to the right to the sorry to the left move downwards to the left,instruct,3,q5nc2
f,straight down,check,3,q5nc2
g,no,reply_n,3,q5nc2
g,sort of starting about halfway up the stony above eh the middle of the stony desert just above it,clarify,3,q5nc2
f,right,acknowledge,3,q5nc2
g,moving slightly forwards and down to the right to the left,clarify,3,q5nc2
f,slightly forward and then to the left,check,3,q5nc2
g,yes,reply_y,3,q5nc2
g,and downwards,clarify,3,q5nc2
g,'til you come to about level the bottom of the stony desert,instruct,3,q5nc2
f,right,acknowledge,3,q5nc2
f,straight down,check,3,q5nc2
g,yeah,reply_y,3,q5nc2
f,and then to the left,check,3,q5nc2
g,well,ready,3,q5nc2
g,sort of yeah uh-huh,reply_y,3,q5nc2
g,downwards to the left,clarify,3,q5nc2
f,right,acknowledge,3,q5nc2
g,then keep progressing along to the left,instruct,3,q5nc2
f,mmhmm,acknowledge,3,q5nc2
g,about four inches,instruct,3,q5nc2
f,four inches,check,3,q5nc2
g,yeah,reply_y,3,q5nc2
f,ehm is it straight down from the waterhole where you want me to go,query_yn,3,q5nc2
g,ehm it doesn't actually say here,reply_w,3,q5nc2
f,so right you want me to go four inches along then right,check,3,q5nc2
g,yeah uh-huh,reply_y,3,q5nc2
f,okay,acknowledge,3,q5nc2
g,and round the next obstacle,instruct,3,q5nc2
g,it's a plane crash,explain,3,q5nc2
f,mm,acknowledge,3,q5nc2
g,up up sort of straight up,instruct,3,q5nc2
f,straight up,check,3,q5nc2
g,yeah,reply_y,3,q5nc2
f,right,acknowledge,3,q5nc2
g,for about three inches,instruct,3,q5nc2
f,okay,acknowledge,3,q5nc2
g,then,ready,3,q5nc2
g,turn to the right,instruct,3,q5nc2
f,mmhmm,acknowledge,3,q5nc2
f,how far,query_w,3,q5nc2
g,a-- to about the middle of the page just r-- round the next obstacle,reply_w,3,q5nc2
f,round it,check,3,q5nc2
g,yes round the top of it,reply_y,3,q5nc2
f,round the top okay,acknowledge,3,q5nc2
g,to about the middle of the page,reply_w,3,q5nc2
f,mm wait a minute,ready,3,q5nc2
f,if i'm going to go round it i'll not but i won't get to the top of the page the middle of the page,explain,3,q5nc2
g,oh ehm,acknowledge,3,q5nc2
f,i'll go round it right,acknowledge,3,q5nc2
g,just just go round it,instruct,3,q5nc2
f,okay,acknowledge,3,q5nc2
f,halfway round,query_w,3,q5nc2
g,yeah,reply_y,3,q5nc2
f,or all the way,query_w,3,q5nc2
g,don't no don't go all the way round it,reply_n,3,q5nc2
f,ha--,acknowledge,3,q5nc2
f,halfway right halfway round,acknowledge,3,q5nc2
g,go,instruct,3,q5nc2
g,go along the top and then at the other side ehm go downwards but still sloping for about an inch downwards but still sloping slightly to the left,instruct,3,q5nc2
f,and and sloping to the left,check,3,q5nc2
g,well,ready,3,q5nc2
g,just as if you were going d-- if you as if you were walking down a hill,clarify,3,q5nc2
f,right okay right right that's it,acknowledge,3,q5nc2
g,mmhmm,acknowledge,3,q5nc2
g,and then ehm still heading in the le-- towards the left,instruct,3,q5nc2
f,mmhmm,acknowledge,3,q5nc2
g,but a very very slight slope upwards for about three inches but just a small one,instruct,3,q5nc2
f,i'm going to end up tracing my path back if i do go to the left,explain,3,q5nc2
g,well,ready,3,q5nc2
g,don't go,instruct,3,q5nc2
g,have you g-- d-- how far down have you gone,query_w,3,q5nc2
g,don't go too far down,instruct,3,q5nc2
f,right,acknowledge,3,q5nc2
f,i'm not even halfway up,reply_w,3,q5nc2
g,uh-huh no i know,acknowledge,3,q5nc2
f,right,acknowledge,3,q5nc2
g,that's okay,acknowledge,3,q5nc2
f,i'm sort of stuck in between a waterhole and a savannah,explain,3,q5nc2
g,uh-huh,acknowledge,3,q5nc2
g,well,ready,3,q5nc2
g,don't don't go as far along as the savannah,instruct,3,q5nc2
g,just before you get to the front of the s-- in-- just before you get to the savannah slope upwards,instruct,3,q5nc2
f,slope up straight line up,check,3,q5nc2
g,yeah,reply_y,3,q5nc2
g,almost a straight line just about four inches to the mountain,instruct,3,q5nc2
f,to the mountain,acknowledge,3,q5nc2
g,up to the top of the mountain,instruct,3,q5nc2
f,right okay,acknowledge,3,q5nc2
g,yeah,acknowledge,3,q5nc2
g,stop the line at opposite the top of the mountain,instruct,3,q5nc2
f,opposite the top of the mountain,check,3,q5nc2
g,yeah just at the top,reply_y,3,q5nc2
f,just at right okay,acknowledge,3,q5nc2
f,it's sort of parallel to the white mountain as well,check,3,q5nc2
g,it's at it's the slate mountain,explain,3,q5nc2
g,yeah just,reply_y,3,q5nc2
f,uh-huh uh-huh right okay,acknowledge,3,q5nc2
g,sort of go up,clarify,3,q5nc2
g,yeah,reply_y,3,q5nc2
f,right i'm there,acknowledge,3,q5nc2
g,and once you get to the top of the mountain turn to the left again,instruct,3,q5nc2
f,left,acknowledge,3,q5nc2
f,just round the sort of round rocks,check,3,q5nc2
g,ehm b-- between the the hot wells and the mountain to the left and down between the two,instruct,3,q5nc2
f,mm it's hot springs i've got here and then white mountain,explain,3,q5nc2
g,well yeah,acknowledge,3,q5nc2
g,uh-huh,acknowledge,3,q5nc2
f,right,ready,3,q5nc2
f,so i'm at the top of the white mountain just up,explain,3,q5nc2
g,not the white mountain,reply_n,3,q5nc2
g,the slate mountain,explain,3,q5nc2
f,well,ready,3,q5nc2
f,put it this way i'm at the left of some mou-- i'm now opposite some mountain,explain,3,q5nc2
f,right,align,3,q5nc2
g,right okay ehm,ready,3,q5nc2
g,right okay ehm,ready,3,q5nc2
g,so where are you at the moment if you if you,query_w,3,q5nc2
f,opposite a white mountain the top of the white mountain,reply_w,3,q5nc2
g,okay,acknowledge,3,q5nc2
f,right,align,3,q5nc2
g,right okay,reply_y,3,q5nc2
g,ehm under are you g-- g-- down the side of the mountain 'til you're underneath the hot wells,instruct,3,q5nc2
f,okay,acknowledge,3,q5nc2
f,ins-- un-- well,ready,3,q5nc2
f,i don't have hot wells i have hot springs,explain,3,q5nc2
f,right i'm coming down the mountain right,acknowledge,3,q5nc2
g,okay,acknowledge,3,q5nc2
f,so where do you want me to go when i come down this mountain,query_w,3,q5nc2
g,go down to the right of the hot wells the hot springs,clarify,3,q5nc2
f,to the right of it,check,3,q5nc2
f,right,ready,3,q5nc2
g,and underneath it and underneath it,clarify,3,q5nc2
f,i've actually,explain,3,q5nc2
f,and underneath it right i've done that,acknowledge,3,q5nc2
g,right you underneath it now,align,3,q5nc2
f,yes,reply_y,3,q5nc2
g,right okay ehm,ready,3,q5nc2
g,heading towards the left go down about an inch t-- a slope,instruct,3,q5nc2
f,heading towards the left,check,3,q5nc2
g,mmhmm,reply_y,3,q5nc2
f,you want me to have is it a diagonal slope,check,3,q5nc2
g,ehm yeah almost,reply_y,3,q5nc2
f,right,acknowledge,3,q5nc2
f,an inch just an inch,check,3,q5nc2
g,yeah mmhmm,reply_y,3,q5nc2
f,right okay,acknowledge,3,q5nc2
g,and then ehm,ready,3,q5nc2
g,curve the bottom and start heading up towards the white mountain,instruct,3,q5nc2
f,right okay right,acknowledge,3,q5nc2
g,ehm head fairly close to the side of the white mountain,instruct,3,q5nc2
f,mmhmm,acknowledge,3,q5nc2
g,just keep going up 'til you get to the top of the white mountain,instruct,3,q5nc2
f,right okay,acknowledge,3,q5nc2
f,i'm at the top,explain,3,q5nc2
g,right,ready,3,q5nc2
g,when you're at the top go straight up for two and a half inches absolutely straight,instruct,3,q5nc2
f,right okay,acknowledge,3,q5nc2
g,and then,ready,3,q5nc2
g,start heading towards the lake,instruct,3,q5nc2
f,for how far along,query_w,3,q5nc2
g,ehm about three inches,reply_w,3,q5nc2
f,okay,acknowledge,3,q5nc2
g,towards it,clarify,3,q5nc2
g,are y-- are you at it now,align,3,q5nc2
f,i'm at the lake,reply_y,3,q5nc2
g,right,ready,3,q5nc2
g,go round the outside of the lake ah,instruct,3,q5nc2
f,which way up or down,query_w,3,q5nc2
g,go up,reply_w,3,q5nc2
f,okay,acknowledge,3,q5nc2
g,and round it,instruct,3,q5nc2
g,in an a clockwise direction and but don't go right round it go,instruct,3,q5nc2
f,mmhmm,acknowledge,3,q5nc2
f,halfway round,check,3,q5nc2
g,yeah,reply_y,3,q5nc2
f,right,acknowledge,3,q5nc2
g,when you get to the go between the lake and the roman baths,instruct,3,q5nc2
f,there is no roman baths,explain,3,q5nc2
g,ah,acknowledge,3,q5nc2
g,ehm well,ready,3,q5nc2
g,go round as if you were heading back to where you started going round the lake,instruct,3,q5nc2
f,right,ready,3,q5nc2
f,i'm halfway round the lake,explain,3,q5nc2
g,right,acknowledge,3,q5nc2
g,well,ready,3,q5nc2
g,go down to the bottom half of the lake but ehm start straightening out as if you were going back to where you started but le-- leave about an inch between the path where you went round the lake and the path where you're coming out of it,instruct,3,q5nc2
f,you want me to trace back my steps,check,3,q5nc2
g,no,reply_n,3,q5nc2
g,you've gone halfway round the lake,align,3,q5nc2
f,right,reply_y,3,q5nc2
g,right,acknowledge,3,q5nc2
